"","x"
"81944",38065
"81945",87143
"81946",21033
"81947",34719
"81948",46502
"81949",231
"81950",57021
"81951",50643
"81952",85579
"81953",36382
"81954",8386
"81955",99994
"81956",98499
"81957",65656
"81958",70327
"81959",86851
"81960",19708
"81961",22337
"81962",91064
"81963",45714
"81964",31770
"81965",5235
"81966",4160
"81967",60797
"81968",52858
"81969",81928
"81970",15064
"81971",50038
"81972",69800
"81973",37467
"81974",94444
"81975",8366
"81976",95324
"81977",46305
"81978",69222
"81979",5199
"81980",43462
"81981",11442
"81982",48014
"81983",86194
"81984",87118
"81985",6124
"81986",54200
"81987",32352
"81988",23207
"81989",271
"81990",14714
"81991",87235
"81992",28615
"81993",63169
"81994",47740
"81995",39893
"81996",35375
"81997",34101
"81998",33959
"81999",5022
"82000",5853
"82001",54330
"82002",51150
"82003",77298
"82004",1375
"82005",53119
"82006",82024
"82007",25501
"82008",8905
"82009",12846
"82010",24760
"82011",85364
"82012",74874
"82013",74016
"82014",36449
"82015",9821
"82016",49601
"82017",92764
"82018",36451
"82019",85946
"82020",80063
"82021",18840
"82022",80652
"82023",94483
"82024",91035
"82025",62229
"82026",13632
"82027",94735
"82028",64370
"82029",3782
"82030",57174
"82031",58781
"82032",89114
"82033",59557
"82034",86115
"82035",80183
"82036",91000
"82037",1828
"82038",90090
"82039",84803
"82040",59737
"82041",2816
"82042",61591
"82043",76806
"82044",12003
"82045",69747
"82046",55640
"82047",48127
"82048",43886
"82049",53851
"82050",59292
"82051",61525
"82052",703
"82053",847
"82054",90325
"82055",60904
"82056",20134
"82057",59700
"82058",15815
"82059",83836
"82060",13583
"82061",69995
"82062",79213
"82063",93195
"82064",55730
"82065",38433
"82066",83561
"82067",38361
"82068",24867
"82069",98952
"82070",87950
"82071",69837
"82072",31816
"82073",58878
"82074",30712
"82075",45457
"82076",48513
"82077",79115
"82078",68979
"82079",79600
"82080",92204
"82081",33069
"82082",92589
"82083",1309
"82084",45934
"82085",27019
"82086",2042
"82087",80681
"82088",38589
"82089",41724
"82090",20655
"82091",68299
"82092",56095
"82093",61646
"82094",39999
"82095",31972
"82096",30454
"82097",54254
"82098",60304
"82099",94165
"82100",88072
"82101",9998
"82102",27540
"82103",78224
"82104",3328
"82105",51622
"82106",48901
"82107",41585
"82108",9400
"82109",73979
"82110",83219
"82111",59706
"82112",77429
"82113",83072
"82114",2890
"82115",46284
"82116",12817
"82117",20457
"82118",78747
"82119",68709
"82120",85292
"82121",90230
"82122",27412
"82123",12726
"82124",21819
"82125",5196
"82126",81330
"82127",6181
"82128",16099
"82129",63112
"82130",9698
"82131",3063
"82132",38245
"82133",40308
"82134",25196
"82135",8391
"82136",48715
"82137",47522
"82138",19194
"82139",45865
"82140",37712
"82141",87627
"82142",89460
"82143",73317
"82144",76039
"82145",13892
"82146",72029
"82147",66288
"82148",78497
"82149",44810
"82150",99430
"82151",71999
"82152",18776
"82153",34899
"82154",11363
"82155",48747
"82156",52907
"82157",87853
"82158",65208
"82159",87078
"82160",34378
"82161",834
"82162",82637
"82163",84758
"82164",39182
"82165",13539
"82166",8175
"82167",54052
"82168",58663
"82169",67103
"82170",20973
"82171",54720
"82172",79151
"82173",30602
"82174",63229
"82175",70440
"82176",48120
"82177",74109
"82178",68674
"82179",81412
"82180",9745
"82181",95931
"82182",71442
"82183",19925
"82184",41201
"82185",39607
"82186",5870
"82187",60241
"82188",50124
"82189",17409
"82190",65654
"82191",52056
"82192",13033
"82193",10414
"82194",8095
"82195",99654
"82196",36857
"82197",49255
"82198",79907
"82199",6442
"82200",57155
"82201",36300
"82202",39337
"82203",76819
"82204",10096
"82205",96134
"82206",46073
"82207",86834
"82208",50577
"82209",24724
"82210",27299
"82211",4147
"82212",27426
"82213",78219
"82214",84111
"82215",55945
"82216",24678
"82217",48105
"82218",37406
"82219",97791
"82220",49699
"82221",53750
"82222",16913
"82223",28618
"82224",35836
"82225",86521
"82226",47986
"82227",90354
"82228",19754
"82229",28342
"82230",75805
"82231",83310
"82232",72717
"82233",95935
"82234",50958
"82235",99
"82236",64088
"82237",30431
"82238",31759
"82239",81735
"82240",92430
"82241",84467
"82242",88948
"82243",70987
"82244",31112
"82245",50486
"82246",78725
"82247",8472
"82248",86382
"82249",12020
"82250",46765
"82251",8760
"82252",66960
"82253",18818
"82254",1706
"82255",51349
"82256",6923
"82257",50326
"82258",7674
"82259",3810
"82260",80902
"82261",42872
"82262",28207
"82263",67904
"82264",41172
"82265",82243
"82266",71175
"82267",40773
"82268",90507
"82269",75177
"82270",18696
"82271",908
"82272",98159
"82273",76776
"82274",29386
"82275",71265
"82276",76634
"82277",32090
"82278",75969
"82279",38285
"82280",65237
"82281",72090
"82282",15828
"82283",87784
"82284",40399
"82285",30294
"82286",27349
"82287",37652
"82288",48352
"82289",93446
"82290",76023
"82291",71147
"82292",68688
"82293",11138
"82294",94531
"82295",1930
"82296",73012
"82297",5685
"82298",56810
"82299",85706
"82300",87451
"82301",65295
"82302",55044
"82303",88037
"82304",42236
"82305",70044
"82306",71689
"82307",29594
"82308",73528
"82309",25560
"82310",69979
"82311",30888
"82312",38344
"82313",7355
"82314",13640
"82315",40429
"82316",74538
"82317",81797
"82318",38346
"82319",39264
"82320",35659
"82321",11640
"82322",55936
"82323",43365
"82324",60378
"82325",66941
"82326",88851
"82327",8052
"82328",10049
"82329",7999
"82330",99510
"82331",77374
"82332",9930
"82333",49199
"82334",3171
"82335",37986
"82336",51582
"82337",78281
"82338",65614
"82339",93249
"82340",53471
"82341",91882
"82342",40357
"82343",20957
"82344",71931
"82345",62161
"82346",8545
"82347",59868
"82348",97463
"82349",9479
"82350",341
"82351",21789
"82352",4163
"82353",41831
"82354",24820
"82355",96503
"82356",1367
"82357",76121
"82358",36358
"82359",54726
"82360",60689
"82361",8504
"82362",85585
"82363",88367
"82364",11728
"82365",44388
"82366",85040
"82367",69755
"82368",67807
"82369",25087
"82370",3781
"82371",76505
"82372",63323
"82373",37634
"82374",48353
"82375",48663
"82376",59911
"82377",58917
"82378",94709
"82379",35227
"82380",34143
"82381",83045
"82382",81764
"82383",54394
"82384",26538
"82385",81858
"82386",16024
"82387",38685
"82388",95083
"82389",93228
"82390",27174
"82391",68441
"82392",17484
"82393",6753
"82394",60555
"82395",1736
"82396",35117
"82397",27934
"82398",63767
"82399",18622
"82400",29460
"82401",53952
"82402",71587
"82403",3239
"82404",35520
"82405",88211
"82406",31014
"82407",97822
"82408",71223
"82409",80103
"82410",19648
"82411",25121
"82412",65309
"82413",25624
"82414",30235
"82415",14870
"82416",43370
"82417",84788
"82418",78056
"82419",15300
"82420",28141
"82421",39590
"82422",84613
"82423",42619
"82424",17895
"82425",40914
"82426",59580
"82427",31553
"82428",17585
"82429",76439
"82430",18663
"82431",88540
"82432",36204
"82433",2435
"82434",34275
"82435",98446
"82436",15060
"82437",65087
"82438",66141
"82439",42282
"82440",73235
"82441",43348
"82442",74529
"82443",60902
"82444",13609
"82445",88548
"82446",89134
"82447",28280
"82448",934
"82449",50182
"82450",23469
"82451",27630
"82452",86372
"82453",43588
"82454",93673
"82455",30542
"82456",40692
"82457",85669
"82458",33243
"82459",70817
"82460",26655
"82461",85099
"82462",42813
"82463",10607
"82464",60680
"82465",28628
"82466",47970
"82467",47117
"82468",61209
"82469",47449
"82470",13844
"82471",47144
"82472",22669
"82473",33551
"82474",32739
"82475",26711
"82476",68926
"82477",90115
"82478",55073
"82479",55304
"82480",84442
"82481",97850
"82482",49393
"82483",86120
"82484",50730
"82485",75724
"82486",29346
"82487",25633
"82488",74365
"82489",72176
"82490",29758
"82491",48779
"82492",4103
"82493",55197
"82494",97099
"82495",74133
"82496",35973
"82497",78730
"82498",97567
"82499",89497
"82500",25336
"82501",37021
"82502",20340
"82503",32308
"82504",20568
"82505",42164
"82506",61753
"82507",10893
"82508",56906
"82509",33642
"82510",26689
"82511",14156
"82512",13198
"82513",49718
"82514",40579
"82515",99981
"82516",10960
"82517",16545
"82518",60695
"82519",45041
"82520",2240
"82521",68327
"82522",95268
"82523",4280
"82524",97432
"82525",81642
"82526",46773
"82527",81137
"82528",37325
"82529",32322
"82530",66325
"82531",25492
"82532",99876
"82533",25112
"82534",78316
"82535",93385
"82536",29684
"82537",65083
"82538",4945
"82539",61001
"82540",92665
"82541",61203
"82542",44725
"82543",55134
"82544",76651
"82545",87792
"82546",70442
"82547",53300
"82548",92824
"82549",66959
"82550",76102
"82551",25195
"82552",31453
"82553",84485
"82554",40923
"82555",33832
"82556",26426
"82557",6223
"82558",35588
"82559",96345
"82560",67571
"82561",43800
"82562",30425
"82563",90689
"82564",42544
"82565",61015
"82566",85951
"82567",14431
"82568",92061
"82569",4780
"82570",10131
"82571",38234
"82572",92167
"82573",3688
"82574",51751
"82575",79293
"82576",46189
"82577",40281
"82578",59324
"82579",36871
"82580",5902
"82581",77672
"82582",87447
"82583",72730
"82584",33546
"82585",51832
"82586",96401
"82587",45271
"82588",15546
"82589",21852
"82590",13421
"82591",13871
"82592",81985
"82593",11252
"82594",14325
"82595",17347
"82596",15389
"82597",95637
"82598",26339
"82599",95708
"82600",75079
"82601",53470
"82602",77961
"82603",50664
"82604",63287
"82605",90311
"82606",84210
"82607",92757
"82608",53803
"82609",64453
"82610",57556
"82611",77235
"82612",35831
"82613",69515
"82614",9371
"82615",28403
"82616",68600
"82617",93721
"82618",77009
"82619",51116
"82620",84441
"82621",73678
"82622",69508
"82623",87494
"82624",68932
"82625",94997
"82626",43892
"82627",74391
"82628",93301
"82629",52952
"82630",64054
"82631",20681
"82632",22465
"82633",12268
"82634",13630
"82635",1503
"82636",60279
"82637",69548
"82638",51919
"82639",85293
"82640",23971
"82641",44358
"82642",71802
"82643",11594
"82644",88928
"82645",41649
"82646",99346
"82647",83986
"82648",17568
"82649",12389
"82650",63898
"82651",14645
"82652",24149
"82653",25498
"82654",73447
"82655",62577
"82656",46212
"82657",25295
"82658",34040
"82659",36928
"82660",86689
"82661",34597
"82662",68899
"82663",84424
"82664",35098
"82665",25766
"82666",68578
"82667",22061
"82668",72671
"82669",66048
"82670",56566
"82671",84951
"82672",29952
"82673",22398
"82674",75435
"82675",88879
"82676",10495
"82677",72774
"82678",80420
"82679",63552
"82680",85326
"82681",75489
"82682",53202
"82683",35952
"82684",96369
"82685",82416
"82686",91856
"82687",44384
"82688",37798
"82689",72664
"82690",10578
"82691",55404
"82692",4662
"82693",46069
"82694",65249
"82695",85193
"82696",82459
"82697",11391
"82698",51741
"82699",14658
"82700",46919
"82701",2011
"82702",1431
"82703",54124
"82704",72232
"82705",87606
"82706",66886
"82707",9353
"82708",95822
"82709",86322
"82710",46592
"82711",56848
"82712",53533
"82713",88352
"82714",55485
"82715",88323
"82716",46330
"82717",86837
"82718",33389
"82719",26069
"82720",76682
"82721",52959
"82722",75926
"82723",32896
"82724",332
"82725",71380
"82726",89201
"82727",26410
"82728",84868
"82729",26361
"82730",67899
"82731",97120
"82732",75757
"82733",86281
"82734",37248
"82735",9136
"82736",44251
"82737",91034
"82738",18097
"82739",96616
"82740",71849
"82741",29634
"82742",3643
"82743",2853
"82744",49307
"82745",13928
"82746",4484
"82747",50678
"82748",69110
"82749",50693
"82750",2118
"82751",37629
"82752",34910
"82753",37871
"82754",22828
"82755",53194
"82756",34941
"82757",52839
"82758",27031
"82759",25227
"82760",83614
"82761",56852
"82762",26921
"82763",10934
"82764",64039
"82765",10728
"82766",22400
"82767",83411
"82768",23018
"82769",34792
"82770",15725
"82771",27053
"82772",78833
"82773",5350
"82774",53228
"82775",44326
"82776",1249
"82777",81468
"82778",53323
"82779",84603
"82780",88314
"82781",15726
"82782",92064
"82783",92680
"82784",20310
"82785",44483
"82786",63283
"82787",59670
"82788",22362
"82789",50116
"82790",26706
"82791",59603
"82792",58335
"82793",59202
"82794",18800
"82795",65091
"82796",85305
"82797",75398
"82798",89599
"82799",11944
"82800",39561
"82801",3029
"82802",87977
"82803",62911
"82804",56716
"82805",50341
"82806",77573
"82807",98131
"82808",34980
"82809",32237
"82810",71001
"82811",40343
"82812",16743
"82813",9798
"82814",5248
"82815",64673
"82816",16157
"82817",98944
"82818",45413
"82819",66546
"82820",76233
"82821",752
"82822",64157
"82823",7564
"82824",54103
"82825",19384
"82826",50969
"82827",60202
"82828",68291
"82829",13453
"82830",2237
"82831",26450
"82832",83360
"82833",96047
"82834",39520
"82835",90331
"82836",53507
"82837",13903
"82838",16493
"82839",61431
"82840",31725
"82841",63635
"82842",48026
"82843",10571
"82844",71642
"82845",21848
"82846",59734
"82847",86865
"82848",92663
"82849",32231
"82850",45760
"82851",451
"82852",36293
"82853",57784
"82854",66680
"82855",33004
"82856",90190
"82857",60824
"82858",90195
"82859",379
"82860",202
"82861",53463
"82862",31219
"82863",43454
"82864",85079
"82865",54417
"82866",43925
"82867",20224
"82868",78263
"82869",41735
"82870",17824
"82871",22560
"82872",6605
"82873",63156
"82874",26556
"82875",4390
"82876",31792
"82877",29158
"82878",61987
"82879",30139
"82880",85146
"82881",61607
"82882",92169
"82883",52238
"82884",35215
"82885",82712
"82886",72365
"82887",43063
"82888",43970
"82889",49944
"82890",18233
"82891",64423
"82892",6335
"82893",89241
"82894",23533
"82895",59719
"82896",14545
"82897",94043
"82898",6908
"82899",55125
"82900",91840
"82901",84243
"82902",42691
"82903",29960
"82904",72246
"82905",2264
"82906",12879
"82907",18431
"82908",11850
"82909",51396
"82910",94462
"82911",25067
"82912",48763
"82913",47807
"82914",95948
"82915",63498
"82916",11960
"82917",30649
"82918",40388
"82919",86090
"82920",30975
"82921",91963
"82922",99594
"82923",65774
"82924",61861
"82925",21379
"82926",67284
"82927",86387
"82928",40606
"82929",60083
"82930",28851
"82931",81636
"82932",58418
"82933",95178
"82934",47893
"82935",12633
"82936",94260
"82937",98309
"82938",95395
"82939",77998
"82940",45169
"82941",31115
"82942",82652
"82943",632
"82944",30951
"82945",99283
"82946",99005
"82947",77870
"82948",61106
"82949",20920
"82950",71605
"82951",41114
"82952",296
"82953",12053
"82954",69005
"82955",5904
"82956",55607
"82957",73980
"82958",16205
"82959",4127
"82960",50865
"82961",60737
"82962",24195
"82963",31906
